Unnamed: 0,Country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,New_deaths,population,ratio,Region,Pop. Density,GDP,Deathrate
691,Argentina,2021-09-08,47149870.0,29031621.0,18117479.0,50,45847428.0,63.322245688460434,LATIN AMER. & CARIB,144.0,11200.0,7.55
690,Argentina,2021-09-07,46776521.0,28972715.0,17803016.0,45,45847428.0,63.19376301763319,LATIN AMER. & CARIB,144.0,11200.0,7.55
689,Argentina,2021-09-06,46313495.0,28918311.0,17394360.0,79,45847428.0,63.07509987255992,LATIN AMER. & CARIB,144.0,11200.0,7.55
688,Argentina,2021-09-05,45872427.0,28866850.0,17004762.0,16,45847428.0,62.96285584438892,LATIN AMER. & CARIB,144.0,11200.0,7.55
687,Argentina,2021-09-04,45675921.0,28850287.0,16824825.0,37,45847428.0,62.92672949941706,LATIN AMER. & CARIB,144.0,11200.0,7.55
686,Argentina,2021-09-03,45380124.0,28810935.0,16568385.0,61,45847428.0,62.84089698554083,LATIN AMER. & CARIB,144.0,11200.0,7.55
685,Argentina,2021-09-02,44945956.0,28745869.0,16199296.0,77,45847428.0,62.69897844651177,LATIN AMER. & CARIB,144.0,11200.0,7.55
684,Argentina,2021-09-01,44498347.0,28667028.0,15830537.0,73,45847428.0,62.52701460156064,LATIN AMER. & CARIB,144.0,11200.0,7.55
683,Argentina,2021-08-31,44043112.0,28584629.0,15457717.0,74,45847428.0,62.3472902340345,LATIN AMER. & CARIB,144.0,11200.0,7.55
682,Argentina,2021-08-30,43583595.0,28487926.0,15094918.0,80,45847428.0,62.13636673359299,LATIN AMER. & CARIB,144.0,11200.0,7.55
681,Argentina,2021-08-29,43166244.0,28395778.0,14769730.0,24,45847428.0,61.93537835971955,LATIN AMER. & CARIB,144.0,11200.0,7.55
680,Argentina,2021-08-28,42997534.0,28373834.0,14622968.0,53,45847428.0,61.88751526039803,LATIN AMER. & CARIB,144.0,11200.0,7.55
679,Argentina,2021-08-27,42754157.0,28331372.0,14422066.0,80,45847428.0,61.79489937799782,LATIN AMER. & CARIB,144.0,11200.0,7.55
678,Argentina,2021-08-26,42287089.0,28253870.0,14032526.0,62,45847428.0,61.62585608946264,LATIN AMER. & CARIB,144.0,11200.0,7.55
779,Argentina,2021-12-05,71237095.0,37618017.0,31030293.0,19,45847428.0,82.050441302836,LATIN AMER. & CARIB,144.0,11200.0,7.55
676,Argentina,2021-08-24,41418757.0,28106159.0,13311930.0,105,45847428.0,61.30367662063835,LATIN AMER. & CARIB,144.0,11200.0,7.55
675,Argentina,2021-08-23,40970186.0,28014317.0,12955222.0,116,45847428.0,61.10335567788013,LATIN AMER. & CARIB,144.0,11200.0,7.55
674,Argentina,2021-08-22,40562023.0,27892049.0,12669340.0,46,45847428.0,60.83667114325366,LATIN AMER. & CARIB,144.0,11200.0,7.55
673,Argentina,2021-08-21,40392079.0,27868662.0,12522784.0,47,45847428.0,60.785660648182926,LATIN AMER. & CARIB,144.0,11200.0,7.55
672,Argentina,2021-08-20,40134991.0,27814391.0,12319972.0,108,45847428.0,60.66728759571857,LATIN AMER. & CARIB,144.0,11200.0,7.55
671,Argentina,2021-08-19,39699325.0,27695102.0,12003609.0,114,45847428.0,60.40710069930204,LATIN AMER. & CARIB,144.0,11200.0,7.55
670,Argentina,2021-08-18,39273735.0,27578772.0,11694363.0,133,45847428.0,60.15336781814674,LATIN AMER. & CARIB,144.0,11200.0,7.55
669,Argentina,2021-08-17,38839104.0,27471233.0,11367313.0,169,45847428.0,59.91880940409568,LATIN AMER. & CARIB,144.0,11200.0,7.55
668,Argentina,2021-08-16,38399662.0,27352461.0,11046658.0,67,45847428.0,59.65975016090324,LATIN AMER. & CARIB,144.0,11200.0,7.55
693,Argentina,2021-09-10,47889092.0,29130968.0,18757313.0,43,45847428.0,63.53893614272103,LATIN AMER. & CARIB,144.0,11200.0,7.55
723,Argentina,2021-10-10,54948299.0,30600400.0,24431256.0,7,45847428.0,66.74398398095526,LATIN AMER. & CARIB,144.0,11200.0,7.55
694,Argentina,2021-09-11,48087685.0,29156546.0,18930581.0,13,45847428.0,63.59472553182264,LATIN AMER. & CARIB,144.0,11200.0,7.55
696,Argentina,2021-09-13,48399674.0,29210815.0,19202774.0,52,45847428.0,63.71309422199213,LATIN AMER. & CARIB,144.0,11200.0,7.55
721,Argentina,2021-10-08,54754548.0,30575407.0,24261527.0,10,45847428.0,66.68947056310334,LATIN AMER. & CARIB,144.0,11200.0,7.55
720,Argentina,2021-10-07,54633357.0,30546459.0,24168430.0,13,45847428.0,66.62633070714458,LATIN AMER. & CARIB,144.0,11200.0,7.55
719,Argentina,2021-10-06,54368856.0,30457290.0,23990441.0,14,45847428.0,66.43183997148107,LATIN AMER. & CARIB,144.0,11200.0,7.55
718,Argentina,2021-10-05,54121538.0,30392274.0,23804241.0,18,45847428.0,66.29003048982376,LATIN AMER. & CARIB,144.0,11200.0,7.55
717,Argentina,2021-10-04,53855300.0,30283360.0,23643356.0,17,45847428.0,66.0524729980491,LATIN AMER. & CARIB,144.0,11200.0,7.55
716,Argentina,2021-10-03,53625645.0,30217779.0,23476567.0,4,45847428.0,65.90943116809083,LATIN AMER. & CARIB,144.0,11200.0,7.55
715,Argentina,2021-10-02,53517193.0,30196157.0,23389603.0,6,45847428.0,65.8622703982435,LATIN AMER. & CARIB,144.0,11200.0,7.55
714,Argentina,2021-10-01,53338440.0,30168881.0,23237003.0,12,45847428.0,65.80277742079664,LATIN AMER. & CARIB,144.0,11200.0,7.55
713,Argentina,2021-09-30,53034896.0,30106660.0,22991952.0,13,45847428.0,65.66706424622119,LATIN AMER. & CARIB,144.0,11200.0,7.55
712,Argentina,2021-09-29,52698785.0,30038098.0,22721249.0,14,45847428.0,65.51752041575811,LATIN AMER. & CARIB,144.0,11200.0,7.55
711,Argentina,2021-09-28,52443812.0,29987519.0,22512966.0,17,45847428.0,65.40720015962509,LATIN AMER. & CARIB,144.0,11200.0,7.55
710,Argentina,2021-09-27,52143384.0,29927625.0,22267143.0,21,45847428.0,65.27656251513172,LATIN AMER. & CARIB,144.0,11200.0,7.55
709,Argentina,2021-09-26,51861196.0,29873225.0,22033786.0,9,45847428.0,65.15790809464819,LATIN AMER. & CARIB,144.0,11200.0,7.55
708,Argentina,2021-09-25,51773272.0,29860153.0,21958328.0,7,45847428.0,65.12939613537317,LATIN AMER. & CARIB,144.0,11200.0,7.55
707,Argentina,2021-09-24,51645199.0,29828510.0,21859397.0,15,45847428.0,65.06037808707612,LATIN AMER. & CARIB,144.0,11200.0,7.55
706,Argentina,2021-09-23,51384252.0,29757858.0,21664841.0,19,45847428.0,64.90627565847315,LATIN AMER. & CARIB,144.0,11200.0,7.55
705,Argentina,2021-09-22,51073099.0,29587444.0,21520250.0,24,45847428.0,64.5345775994239,LATIN AMER. & CARIB,144.0,11200.0,7.55
704,Argentina,2021-09-21,50744927.0,29530354.0,21245949.0,21,45847428.0,64.41005589233926,LATIN AMER. & CARIB,144.0,11200.0,7.55
703,Argentina,2021-09-20,50435834.0,29480778.0,20983959.0,32,45847428.0,64.30192332708391,LATIN AMER. & CARIB,144.0,11200.0,7.55
702,Argentina,2021-09-19,50090324.0,29433738.0,20683017.0,6,45847428.0,64.19932215172463,LATIN AMER. & CARIB,144.0,11200.0,7.55
701,Argentina,2021-09-18,49952864.0,29413889.0,20565364.0,12,45847428.0,64.15602855628019,LATIN AMER. & CARIB,144.0,11200.0,7.55
700,Argentina,2021-09-17,49732005.0,29380595.0,20377339.0,35,45847428.0,64.08340943356735,LATIN AMER. & CARIB,144.0,11200.0,7.55
699,Argentina,2021-09-16,49369966.0,29331400.0,20056007.0,42,45847428.0,63.97610788548488,LATIN AMER. & CARIB,144.0,11200.0,7.55
698,Argentina,2021-09-15,49009025.0,29292767.0,19732430.0,32,45847428.0,63.89184361661465,LATIN AMER. & CARIB,144.0,11200.0,7.55
697,Argentina,2021-09-14,48679014.0,29257190.0,19436924.0,39,45847428.0,63.8142449343069,LATIN AMER. & CARIB,144.0,11200.0,7.55
695,Argentina,2021-09-12,48097407.0,29158965.0,18938254.0,9,45847428.0,63.60000172746877,LATIN AMER. & CARIB,144.0,11200.0,7.55
780,Argentina,2021-12-06,71547905.0,37684551.0,31182346.0,28,45847428.0,82.19556176630017,LATIN AMER. & CARIB,144.0,11200.0,7.55
827,Argentina,2022-01-22,86148083.0,39880089.0,34879374.0,229,45847428.0,86.9843538442331,LATIN AMER. & CARIB,144.0,11200.0,7.55
782,Argentina,2021-12-08,72015988.0,37776916.0,31405094.0,11,45847428.0,82.3970234491671,LATIN AMER. & CARIB,144.0,11200.0,7.55
865,Argentina,2022-03-01,94047669.0,40745793.0,36503547.0,5,45847428.0,88.872581903613,LATIN AMER. & CARIB,144.0,11200.0,7.55
